"table_schema";"table_name";"column_name";"data_type";"character_maximum_length";"is_nullable";"column_default";"column_description"
"public";"etalon_tab";"etalon_id";"integer";null;"NO";"nextval('etalon_tab_etalon_id_seq'::regclass)";"Метаданные по эталону"
"public";"etalon_tab";"resident_class_id";"integer";null;"NO";"null";"Класс ЖК"
"public";"etalon_tab";"room_id";"integer";null;"YES";"null";"Комната"
"public";"etalon_tab";"room_cnt";"integer";null;"YES";"null";"Кол-во комнат"
"public";"etalon_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"etalon_tab";"param_id";"integer";null;"NO";"null";"Замер"
"public";"etalon_tab";"param_value";"double precision";null;"YES";"null";"Значение"
"public";"etalon_tab";"city_id";"integer";null;"YES";"null";"null"
"public";"etalon_tab";"std";"double precision";null;"YES";"null";"Поле нужно для проверки при вводе данных в замеры каждой квартиры"
"public";"expeditor_code_status_tab";"expeditor_code_status_id";"integer";null;"NO";"null";"null"
"public";"expeditor_code_status_tab";"expeditor_code_name";"character varying";255;"NO";"null";"null"
"public";"expeditor_code_status_tab";"expeditor_code_value";"character varying";20;"NO";"null";"null"
"public";"expeditor_code_tab";"expeditor_code_id";"integer";null;"NO";"nextval('expeditor_code_tab_expeditor_code_id_seq'::regclass)";"null"
"public";"expeditor_code_tab";"provider_request_id";"integer";null;"NO";"null";"Заявка на материалы"
"public";"expeditor_code_tab";"expeditor_link_id";"integer";null;"NO";"null";"Ссылки экспедитора и принимающего"
"public";"expeditor_code_tab";"expeditor_code";"character varying";4;"NO";"null";"Четрыхзначный код передачи товара"
"public";"expeditor_code_tab";"code_accept";"boolean";null;"YES";"null";"Принят ли товар"
"public";"expeditor_code_tab";"code_accept_time";"timestamp without time zone";null;"YES";"null";"Дата принятия товара"
"public";"expeditor_code_tab";"sms_time";"timestamp without time zone";null;"NO";"now()";"Дата отправки СМС"
"public";"expeditor_code_tab";"sms_message_id";"character varying";null;"YES";"null";"Подтверждение отправки СМС"
"public";"expeditor_code_tab";"failed_attemps";"integer";null;"YES";"0";"Кол-во неудачных попотыко ввода кода"
"public";"expeditor_code_tab";"last_attemp";"timestamp without time zone";null;"YES";"null";"Дата последней неудачной попытки ввода кода"
"public";"expeditor_code_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"expeditor_code_tab";"file_url";"text";null;"YES";"null";"Ссылка на файл, который прикрепляется при подтверждении СМС"
"public";"expeditor_code_tab";"short_url";"text";null;"YES";"null";"Короткая ссылка для принимающего"
"public";"expeditor_link_tab";"expeditor_link_id";"integer";null;"NO";"nextval('expeditor_link_tab_expeditor_link_id_seq'::regclass)";"null"
"public";"expeditor_link_tab";"expeditor_link";"character varying";null;"NO";"null";"Ссылка для экспедитора"
"public";"expeditor_link_tab";"receiver_link";"character varying";null;"NO";"null";"Ссылка для принимающего материалы"
"public";"expeditor_link_tab";"expeditor_link_color";"character varying";null;"YES";"null";"цвет экспедитора"
"public";"expeditor_link_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"expeditor_receive_tab";"expeditor_receive_id";"integer";null;"NO";"nextval('expeditor_receive_tab_expeditor_receive_id_seq'::regclass)";"null"
"public";"expeditor_receive_tab";"provider_request_item_id";"integer";null;"NO";"null";"null"
"public";"expeditor_receive_tab";"expeditor_code_id";"integer";null;"YES";"null";"null"
"public";"expeditor_receive_tab";"qty_atom";"double precision";null;"NO";"null";"null"
"public";"expeditor_receive_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"expeditor_receive_tab";"expeditor_link_id";"integer";null;"NO";"null";"null"
"public";"expertise_remarks_history_tab";"expertise_remarks_history_id";"integer";null;"NO";"nextval('expertise_remarks_history_tab_expertise_remarks_history_id_seq'::regclass)";"null"
"public";"expertise_remarks_history_tab";"remont_id";"integer";null;"NO";"null";"null"
"public";"expertise_remarks_history_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"expertise_remarks_history_tab";"check_date";"date";null;"YES";"null";"null"
"public";"expertise_remarks_history_tab";"remark_info";"text";null;"YES";"null";"null"
"public";"expertise_remarks_history_tab";"act_id";"integer";null;"YES";"null";"null"
"public";"expertise_remarks_history_tab";"act2_id";"integer";null;"YES";"null";"null"
"public";"expertise_remarks_history_tab";"expertise_act_id";"integer";null;"YES";"null";"null"
"public";"expertise_remarks_history_tab";"expertise_act2_id";"integer";null;"YES";"null";"null"
"public";"expertise_remarks_history_tab";"comments";"text";null;"YES";"null";"null"
"public";"external_design_image_tab";"external_design_image_id";"integer";null;"NO";"nextval('external_design_image_tab_external_design_image_id_seq'::regclass)";"null"
"public";"external_design_image_tab";"externa_design_id";"integer";null;"NO";"null";"null"
"public";"external_design_image_tab";"image_url";"character varying";250;"YES";"null";"null"
"public";"external_design_image_tab";"description";"text";null;"YES";"null";"Если надо будет для каждой картинки отображать свой текст"
"public";"external_design_image_tab";"is_light";"integer";null;"YES";"null";"Темный (0) или светлый (1) вариант дизайна"
"public";"external_design_image_tab";"order_num";"integer";null;"YES";"null";"Для очередности показа"
"public";"external_design_tab";"external_design_id";"integer";null;"NO";"nextval('external_design_tab_external_design_id_seq'::regclass)";"null"
"public";"external_design_tab";"name";"character varying";250;"NO";"null";"null"
"public";"external_design_tab";"description";"text";null;"YES";"null";"null"
"public";"external_design_tab";"info";"text";null;"YES";"null";"Внутреннее описание"
"public";"fee_tab";"fee_id";"integer";null;"NO";"nextval('fee_tab_fee_id_seq'::regclass)";"Тарифы комиссии за пользование системой партнерами"
"public";"fee_tab";"fee_type_id";"integer";null;"NO";"null";"null"
"public";"fee_tab";"date_begin";"date";null;"NO";"null";"null"
"public";"fee_tab";"date_end";"date";null;"NO";"null";"null"
"public";"fee_tab";"fee_sum";"double precision";null;"NO";"0";"null"
"public";"fee_tab";"company_id";"integer";null;"NO";"1";"null"
"public";"fee_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"fee_type_tab";"fee_type_id";"integer";null;"NO";"null";"Типы комиссии партнеров за пользование системой"
"public";"fee_type_tab";"fee_type_name";"character varying";100;"YES";"null";"null"
"public";"fee_type_tab";"fee_type_code";"character varying";100;"YES";"null";"null"
"public";"field_type_tab";"field_type_id";"integer";null;"NO";"null";"Типы полей"
"public";"field_type_tab";"field_type_name";"character varying";30;"NO";"null";"null"
"public";"field_type_tab";"field_type_code";"character varying";10;"NO";"null";"null"
"public";"filter_employee_tab";"filter_id";"integer";null;"NO";"null";"Тип фильтра"
"public";"filter_employee_tab";"employee_id";"integer";null;"NO";"null";"Пользователь, который выставил фильтр"
"public";"filter_employee_tab";"val";"character varying";20;"YES";"null";"Значение фильтра"
"public";"filter_employee_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"filter_tab";"filter_id";"integer";null;"NO";"null";"null"
"public";"filter_tab";"filter_name";"character varying";250;"NO";"null";"null"
"public";"filter_tab";"filter_code";"character varying";20;"NO";"null";"null"
"public";"filter_tab";"order_num";"integer";null;"YES";"null";"null"
"public";"finance_cashflow_default_tab";"finance_cashflow_default_id";"integer";null;"NO";"nextval('finance_cashflow_default_tab_finance_cashflow_default_id_seq'::regclass)";"Плановые значения для денежного потока"
"public";"finance_cashflow_default_tab";"finance_cashflow_id";"integer";null;"NO";"null";"Тип Денежный поток"
"public";"finance_cashflow_default_tab";"date_period";"date";null;"NO";"null";"Месяц для значения"
"public";"finance_cashflow_default_tab";"default_value";"double precision";null;"NO";"null";"Плановое значение"
"public";"finance_cashflow_quarter_tab";"finance_cashflow_quarter_id";"integer";null;"NO";"nextval('finance_cashflow_quarter_tab_finance_cashflow_quarter_id_seq'::regclass)";"null"
"public";"finance_cashflow_quarter_tab";"quarter_name";"character varying";200;"NO";"null";"null"
"public";"finance_cashflow_quarter_tab";"date_begin";"date";null;"NO";"null";"null"
"public";"finance_cashflow_quarter_tab";"date_end";"date";null;"NO";"null";"null"
"public";"finance_cashflow_tab";"finance_cashflow_id";"integer";null;"NO";"null";"null"
"public";"finance_cashflow_tab";"cashflow_name";"character varying";200;"NO";"null";"null"
"public";"finance_cashflow_tab";"cashflow_code";"character varying";200;"NO";"null";"null"
"public";"finance_cashflow_tab";"finance_cashflow_type_id";"integer";null;"NO";"null";"null"
"public";"finance_cashflow_type_tab";"finance_cashflow_type_id";"integer";null;"NO";"null";"null"
"public";"finance_cashflow_type_tab";"type_name";"character varying";100;"NO";"null";"null"
"public";"finance_cashflow_type_tab";"type_code";"character varying";100;"NO";"null";"null"
"public";"finance_payment_document_tab";"finance_payment_document_id";"integer";null;"NO";"nextval('finance_payment_document_tab_finance_payment_document_id_seq'::regclass)";"null"
"public";"finance_payment_document_tab";"finance_payment_id";"integer";null;"NO";"null";"null"
"public";"finance_payment_document_tab";"document_type_id";"integer";null;"NO";"null";"null"
"public";"finance_payment_document_tab";"document_name";"character varying";500;"NO";"null";"null"
"public";"finance_payment_document_tab";"document_url";"character varying";500;"NO";"null";"null"
"public";"finance_payment_document_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"finance_payment_document_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"finance_payment_document_tab";"is_send_to_1c";"integer";null;"NO";"0";"Статус отправки в 1С (0 - не отправлен, 1 - готов к отправке, 2 - отправлен)"
"public";"finance_payment_document_tab";"avr_num";"character varying";100;"NO";"null";"Номер АВР"
